Exponent,Support,Constraints,Power Divergence,Dataset
0.63,0.046,18.0,0.4008193614343565,49
0.63,0.1,0.0,0.4126555204162848,53
0.63,0.055,17.0,2.914393182707557,52
0.63,0.019,16.0,0.7007830525642801,50
0.63,0.027999999999999997,27.0,0.6507186403640692,46
0.63,0.046,17.0,1.086064093138813,56
0.63,0.055,12.0,0.26079335987773233,43
0.63,0.037000000000000005,16.0,0.2300506559974065,37
0.63,0.046,11.0,0.17050981626555833,31
0.63,0.055,10.0,0.21956725351304668,39
0.63,0.091,0.0,0.2187014652609736,35
0.63,0.046,20.0,0.20681583169318635,30
0.63,0.046,20.0,0.22393049577404348,33
0.63,0.046,14.0,0.2318907250194565,40
0.63,0.046,14.0,0.13033362226734369,29
0.63,0.046,15.0,0.12442952899129232,38
0.63,0.064,12.0,0.23862150926221284,32
0.63,0.046,17.0,0.18317079190262286,28
0.63,0.046,14.0,0.19069649198707728,34
0.63,0.046,13.0,0.11287184165159872,27
0.63,0.046,19.0,0.2290101357181593,42
0.63,0.046,13.0,0.1420058814745536,36
0.63,0.037000000000000005,13.0,0.2200135371166005,26
0.63,0.037000000000000005,17.0,0.15309776298900413,41
0.83,0.08199999999999999,0.0,1.5509613241206777,52
0.83,0.1,0.0,0.17727831472441047,33
0.83,0.1,0.0,1.4548264690541246,60
0.83,0.019,16.0,0.18522042436904584,53
0.83,0.1,0.0,0.6932209852789224,51
0.83,0.055,0.0,0.1833199179423549,32
0.83,0.019,13.0,0.16446128834657406,43
0.83,0.055,0.0,0.22938399535693,55
0.83,0.027999999999999997,9.0,0.17696780789375527,31
0.83,0.01,14.0,0.1453237616707746,30
0.83,0.037000000000000005,6.0,0.7488480123462501,56
0.83,0.019,14.0,0.10703146442357016,29
0.83,0.073,0.0,2.6310741623853167,57
0.83,0.027999999999999997,8.0,0.24187690808881224,28
0.83,0.064,0.0,0.297944342802012,58
0.83,0.091,0.0,0.19261521907542944,27
0.83,0.073,0.0,0.49226247013970703,59
0.83,0.019,14.0,0.28420955879805604,26
0.83,0.08199999999999999,0.0,0.2364891330147478,54
0.83,0.01,17.0,0.13684517309005392,35
0.83,0.064,0.0,0.12927508923936054,34
0.83,0.027999999999999997,11.0,0.5840192419638996,46
0.83,0.027999999999999997,8.0,0.3586970570285283,48
0.83,0.091,0.0,0.5276658000133154,45
0.83,0.037000000000000005,1.0,1.5883897040976298,47
0.83,0.019,8.0,0.15660534226824785,37
0.83,0.1,0.0,0.9856080901088304,44
0.83,0.019,16.0,0.10887238567263637,38
0.83,0.091,0.0,0.2375500800132833,42
0.83,0.027999999999999997,9.0,0.14788870123235928,39
0.83,0.091,0.0,0.17682478535147306,40
0.83,0.091,0.0,0.17192497989329553,36
0.83,0.08199999999999999,0.0,0.6028354897289527,50
0.83,0.019,19.0,0.4831448193635426,49
0.83,0.1,0.0,0.2037312017356166,41
1.25,0.091,0.0,0.7908406757118522,45
1.25,0.091,0.0,0.21776001947569884,40
1.25,0.08199999999999999,0.0,1.1777377281398536,57
1.25,0.01,0.0,0.10092797938751116,28
1.25,0.1,0.0,0.3771277472342927,50
1.25,0.1,0.0,0.05236406863276293,29
1.25,0.019,0.0,0.10663331275203136,27
1.25,0.1,0.0,0.5333082471750021,44
1.25,0.1,0.0,0.17761989653971388,59
1.25,0.027999999999999997,0.0,0.13538038545509812,26
1.25,0.01,6.0,0.11495545708721205,42
1.25,0.073,0.0,0.20743099163568893,43
1.25,0.019,0.0,0.08543832959209992,41
1.25,0.1,0.0,0.14812343355789795,58
1.25,0.091,0.0,0.08746489381219652,30
1.25,0.046,0.0,0.5089728502633335,46
1.25,0.08199999999999999,0.0,0.3646418601845751,51
1.25,0.091,0.0,0.11805950378858884,34
1.25,0.1,0.0,0.13870864624472434,36
1.25,0.1,0.0,0.4258072376281017,49
1.25,0.1,0.0,1.6086843467566352,52
1.25,0.1,0.0,0.09474986993260053,33
1.25,0.08199999999999999,0.0,0.09903639801322904,37
1.25,0.08199999999999999,0.0,0.1971079275354914,48
1.25,0.073,0.0,0.12024542171018895,53
1.25,0.027999999999999997,0.0,0.11142094873443524,32
1.25,0.027999999999999997,0.0,0.060761141454559624,38
1.25,0.091,0.0,0.16993680717533688,54
1.25,0.1,0.0,0.15220013609525468,31
1.25,0.01,2.0,0.8691637853841506,47
1.25,0.091,0.0,0.17638190664321854,55
1.25,0.037000000000000005,0.0,0.07522107086406295,35
1.25,0.091,0.0,0.15242759484223206,39
1.25,0.1,0.0,0.3928440694823422,56
1.25,0.091,0.0,0.5522898205808927,60
