,#_diseases,file_num,tot_zeros,zv_nzemp,zv_zemp,nzv_zemp,dataset_num
857,4,3,0,0,0,0,58
858,4,4,0,0,0,0,58
859,4,5,0,0,0,4,58
860,7,1,0,0,0,0,58
861,7,2,52,12,40,2,58
862,7,3,106,18,88,6,58
863,7,4,105,18,87,5,58
864,7,5,0,0,0,0,58
865,10,1,0,0,0,0,58
866,10,2,0,0,0,0,58
867,10,3,489,44,445,6,58
868,10,4,982,69,913,17,58
869,10,5,986,82,904,18,58
870,4,1,0,0,0,0,59
871,4,2,0,0,0,3,59
872,4,3,0,0,0,2,59
873,4,4,3,0,3,0,59
874,4,5,2,0,2,1,59
875,7,1,0,0,0,0,59
876,7,2,112,18,94,5,59
877,7,3,99,17,82,10,59
878,7,4,101,19,82,7,59
879,7,5,0,0,0,0,59
880,10,1,0,0,0,0,59
881,10,2,0,0,0,0,59
882,10,3,988,51,937,13,59
883,10,4,973,64,909,17,59
884,10,5,948,69,879,45,59
885,4,1,0,0,0,0,60
886,4,2,0,0,0,0,60
887,4,3,3,0,3,2,60
888,4,4,2,0,2,0,60
889,4,5,2,0,2,0,60
890,7,1,0,0,0,0,60
891,7,2,0,0,0,0,60
892,7,3,50,15,35,1,60
893,7,4,102,30,72,14,60
894,7,5,0,0,0,0,60
895,10,1,0,0,0,0,60
896,10,2,0,0,0,0,60
897,10,3,998,51,947,7,60
898,10,4,975,72,903,31,60
899,10,5,958,80,878,39,60
900,4,1,0,0,0,0,61
901,4,2,0,0,0,0,61
902,4,3,0,0,0,0,61
903,4,4,0,0,0,4,61
904,4,5,2,0,2,0,61
905,7,1,0,0,0,0,61
906,7,2,20,7,13,3,61
907,7,3,49,15,34,1,61
908,7,4,49,20,29,5,61
909,7,5,0,0,0,0,61
910,10,1,0,0,0,0,61
911,10,2,0,0,0,0,61
912,10,3,991,53,938,11,61
913,10,4,960,71,889,39,61
914,10,5,976,71,905,17,61
