index,#_diseases,dataset_num,file_num,sup_num,constraints,support,kl_div,js_div,pow_div
0,4,1,1,1,16,0.001,0.004197788863285827,0.03223927123044763,0.008511868076151011
1,4,1,1,2,16,0.01,0.004197788863285827,0.03223927123044763,0.008511868076151011
2,4,1,1,3,16,0.019,0.004197788863285827,0.03223927123044763,0.008511868076151011
3,4,1,1,4,16,0.028,0.004197788863285827,0.03223927123044763,0.008511868076151011
4,4,1,1,5,16,0.037,0.004197788863285827,0.03223927123044763,0.008511868076151011
5,4,1,1,6,15,0.046,0.004199527736216053,0.032245983626889206,0.008515373217602838
6,4,1,1,7,15,0.055,0.004199527736216053,0.032245983626889206,0.008515373217602838
7,4,1,1,8,11,0.064,0.0033019052215706385,0.028652665427599498,0.006656381731839819
8,4,1,1,9,11,0.073,0.0033019052215706385,0.028652665427599498,0.006656381731839819
9,4,1,1,10,11,0.082,0.0033019052215706385,0.028652665427599498,0.006656381731839819
10,4,1,1,11,11,0.091,0.0033019052215706385,0.028652665427599498,0.006656381731839819
11,4,1,1,12,9,0.1,0.02139187907465296,0.07294315596466322,0.043418752041783804
12,4,1,2,1,16,0.001,0.008504604518477482,0.046131473483314415,0.01706543668026235
13,4,1,2,2,16,0.01,0.008504604518477482,0.046131473483314415,0.01706543668026235
14,4,1,2,3,16,0.019,0.008504604518477482,0.046131473483314415,0.01706543668026235
15,4,1,2,4,15,0.028,0.008504683626852087,0.04613174627607647,0.01706553714825208
16,4,1,2,5,14,0.037,0.008516442873902404,0.04617419995041757,0.017076588579674853
17,4,1,2,6,11,0.046,0.00699273821857036,0.0414544220280921,0.014348575152179858
18,4,1,2,7,11,0.055,0.00699273821857036,0.0414544220280921,0.014348575152179858
19,4,1,2,8,11,0.064,0.00699273821857036,0.0414544220280921,0.014348575152179858
20,4,1,2,9,9,0.073,0.019492842793058476,0.06882575095327703,0.04079119001921555
21,4,1,2,10,8,0.082,0.023598498825050433,0.07577928224512515,0.049429842904511564
22,4,1,2,11,5,0.091,0.0953561968773633,0.15895415931120188,0.18057267918550318
23,4,1,2,12,5,0.1,0.0953561968773633,0.15895415931120188,0.18057267918550318
24,4,1,3,1,16,0.001,0.01396448791345234,0.059418677031127735,0.02767470088966593
25,4,1,3,2,16,0.01,0.01396448791345234,0.059418677031127735,0.02767470088966593
26,4,1,3,3,16,0.019,0.01396448791345234,0.059418677031127735,0.02767470088966593
27,4,1,3,4,16,0.028,0.01396448791345234,0.059418677031127735,0.02767470088966593
28,4,1,3,5,16,0.037,0.01396448791345234,0.059418677031127735,0.02767470088966593
29,4,1,3,6,16,0.046,0.01396448791345234,0.059418677031127735,0.02767470088966593
30,4,1,3,7,16,0.055,0.01396448791345234,0.059418677031127735,0.02767470088966593
31,4,1,3,8,16,0.064,0.01396448791345234,0.059418677031127735,0.02767470088966593
32,4,1,3,9,15,0.073,0.013960038914869851,0.05940968740485046,0.027665217826094265
